match_uuid,Round,Team,Race,Name,Type,Level,SPP_gain,playerID,Opponent,Opponent_Race,BLK,AVBr,KO,CAS,Kills,TD,Pass,Pass_m,Catch,Int,Carry_m,Surf,FP
10004357bc,1,Bay Area Butchers,Human,Foster II,Blitzer,1,0,21154096,SAFE  MOVES FIRST,Orc,2,0,0,0,0,0,0,0,0,0,0,0,1
10004357bc,1,Bay Area Butchers,Human,Montana,Thrower,6,2,11431283,SAFE  MOVES FIRST,Orc,0,0,0,0,0,0,2,28,0,0,24,0,7
10004357bc,1,Bay Area Butchers,Human,Buckner,Ogre,4,2,9745251,SAFE  MOVES FIRST,Orc,9,2,0,1,0,0,0,0,0,0,0,0,4
10004357bc,1,Bay Area Butchers,Human,Jerry Rice,Catcher,5,0,15943576,SAFE  MOVES FIRST,Orc,0,1,0,0,0,0,0,0,1,0,20,0,4
10004357bc,1,Bay Area Butchers,Human,Hyde III,Blitzer,1,0,21369972,SAFE  MOVES FIRST,Orc,5,1,0,0,0,0,0,0,0,0,0,0,2
10004357bc,1,Bay Area Butchers,Human,Lynch,Blitzer,6,0,9745255,SAFE  MOVES FIRST,Orc,2,0,0,0,0,0,0,0,1,0,0,0,3
10004357bc,1,Bay Area Butchers,Human,Bowman,Blitzer,6,0,9745252,SAFE  MOVES FIRST,Orc,6,3,0,0,0,0,0,0,0,0,0,0,4
10004357bc,1,Bay Area Butchers,Human,Arnulf Fleisch,Lineman,1,0,47,SAFE  MOVES FIRST,Orc,1,1,0,0,0,0,0,0,0,0,0,0,2
10004357bc,1,Bay Area Butchers,Human,Staley,Lineman,1,0,22162783,SAFE  MOVES FIRST,Orc,1,0,0,0,0,0,0,0,0,0,0,0,1
100043673b,1,The Arcana,Elven Union,The Empress Reversed,Blitzer,2,8,22302169,Doomed Witches,Dark Elf,7,0,0,0,0,1,0,0,0,0,14,1,8
100043673b,1,The Arcana,Elven Union,The Hierophant,Lineman,2,2,19564796,Doomed Witches,Dark Elf,3,1,0,1,0,0,0,0,0,0,0,0,3
100043673b,1,The Arcana,Elven Union,The Emperor,Blitzer,4,0,17147909,Doomed Witches,Dark Elf,11,0,0,0,0,0,0,0,0,0,0,0,3
100043673b,1,The Arcana,Elven Union,Galanaias Galonelon,Lineman,1,0,11,Doomed Witches,Dark Elf,1,1,0,0,0,0,0,0,0,0,0,0,2
100043673b,1,The Arcana,Elven Union,The Lovers,Lineman,2,0,17149247,Doomed Witches,Dark Elf,3,0,0,0,0,0,0,0,0,0,0,0,1
100043673b,1,The Arcana,Elven Union,Death,Lineman,3,0,19191853,Doomed Witches,Dark Elf,1,0,0,0,0,0,0,0,0,0,0,0,1
100043673b,1,The Arcana,Elven Union,The Fool,Lineman,3,2,17147913,Doomed Witches,Dark Elf,7,1,0,1,0,0,0,0,0,0,0,0,4
100043673b,1,The Arcana,Elven Union,The Magician,Thrower,5,1,17147908,Doomed Witches,Dark Elf,1,0,0,0,0,0,1,10,0,0,34,0,5
100043673b,1,The Arcana,Elven Union,The High Priestess,Lineman,2,2,17148558,Doomed Witches,Dark Elf,5,2,0,1,0,0,0,0,0,0,0,0,3
100043673b,1,The Arcana,Elven Union,The Star,Catcher,3,2,21265908,Doomed Witches,Dark Elf,5,1,0,1,0,0,0,0,1,0,24,0,6
100043673b,1,The Arcana,Elven Union,The Fool,Lineman,2,0,19105578,Doomed Witches,Dark Elf,4,3,1,0,0,0,0,0,0,0,0,0,4
100043673b,1,Doomed Witches,Dark Elf,Celtain,Blitzer,2,8,19447518,The Arcana,Elven Union,4,1,0,1,0,0,1,4,0,0,0,0,6
100043673b,1,Doomed Witches,Dark Elf,Ruthsothea,Witch Elf,4,1,18999142,The Arcana,Elven Union,10,3,0,0,0,0,1,4,0,0,22,0,8
100043673b,1,Doomed Witches,Dark Elf,Althriorn,Blitzer,3,5,18206543,The Arcana,Elven Union,4,2,0,1,0,1,0,0,1,0,12,0,9
100043673b,1,Doomed Witches,Dark Elf,Yveos,Lineman,1,0,46,The Arcana,Elven Union,0,0,0,0,0,0,0,0,0,0,0,0,0
100043673b,1,Doomed Witches,Dark Elf,Tannil,Lineman,2,0,18206546,The Arcana,Elven Union,4,0,0,0,0,0,0,0,0,0,0,0,1
100043673b,1,Doomed Witches,Dark Elf,Nallaine,Lineman,3,0,18206551,The Arcana,Elven Union,3,2,0,0,0,0,0,0,0,0,6,0,3
100043673b,1,Doomed Witches,Dark Elf,Altharni,Witch Elf,1,6,21344145,The Arcana,Elven Union,4,0,0,0,0,2,0,0,1,0,32,0,10
100043673b,1,Doomed Witches,Dark Elf,Ulfir,Lineman,1,0,47,The Arcana,Elven Union,2,0,0,0,0,0,0,0,0,0,0,0,1
100043673b,1,Doomed Witches,Dark Elf,Mathmair,Lineman,1,0,20723160,The Arcana,Elven Union,0,0,0,0,0,0,0,0,0,0,0,0,0
100043673b,1,Doomed Witches,Dark Elf,Naltil,Blitzer,4,3,18206545,The Arcana,Elven Union,5,1,0,0,0,1,0,0,1,0,26,0,8
100043673b,1,Doomed Witches,Dark Elf,Althles,Lineman,2,1,18206549,The Arcana,Elven Union,0,0,0,0,0,0,1,12,0,0,8,0,4
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,Casey Jones III,Lineman,2,8,19329603,Sassy Soviets,Kislev Circus,5,1,0,0,0,1,0,0,0,0,10,1,8
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,Leonardo II,Goblin,1,0,20289205,Sassy Soviets,Kislev Circus,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,Shredder,Blitzer,5,0,17145878,Sassy Soviets,Kislev Circus,12,16,6,0,0,0,0,0,0,0,0,0,17
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,Donatello,Goblin,2,0,17147229,Sassy Soviets,Kislev Circus,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,Raphael III,Goblin,3,0,20289207,Sassy Soviets,Kislev Circus,0,0,0,0,0,0,0,0,0,0,12,0,1
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,:),Goblin,3,0,17717580,Sassy Soviets,Kislev Circus,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,Leatherhead II,Warpstone Troll,1,0,22620286,Sassy Soviets,Kislev Circus,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,PLAYER_NAMES_CHAMPION_FEZGLITCH_FALLBACK,Star Player,1,0,14,Sassy Soviets,Kislev Circus,1,1,0,0,0,0,0,0,0,0,0,0,2
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,Splinter II,Blitzer,2,2,20352586,Sassy Soviets,Kislev Circus,9,3,1,1,0,0,0,0,0,0,0,0,6
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,April O'Neil III,Lineman,1,0,20953441,Sassy Soviets,Kislev Circus,1,0,0,0,0,0,0,0,0,0,0,0,1
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,Rat King II,Thrower,2,0,19444871,Sassy Soviets,Kislev Circus,2,0,0,0,0,0,0,0,0,0,0,0,1
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,Venus II,Goblin,1,0,20293974,Sassy Soviets,Kislev Circus,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,Slash,Thrower,4,3,17149729,Sassy Soviets,Kislev Circus,0,0,0,0,0,1,0,0,0,0,88,0,5
10004348b1,1,TeenageMutantNinjaGoblins,Underworld Denizens,Michelangelo II,Goblin,2,0,20289206,Sassy Soviets,Kislev Circus,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348b1,1,Sassy Soviets,Kislev Circus,Boris Yeltsin,Blitzer,1,5,19933228,TeenageMutantNinjaGoblins,Underworld Denizens,0,0,0,0,0,0,0,0,0,0,0,0,0
10004348b1,1,Sassy Soviets,Kislev Circus,Evgeny Zhurov,Lineman,1,0,47,TeenageMutantNinjaGoblins,Underworld Denizens,0,0,0,0,0,0,0,0,0,0,0,0,0
